IMIĘ_PIERWSZE,PŁEĆ,LICZBA_WYSTĄPIEŃ,PRAWDOPODOBIEŃSTWO_WYSTĄPIENIA
VLADYSLAV,MĘŻCZYZNA,33284,0.0015693857187408437
BŁAŻEJ,MĘŻCZYZNA,33016,0.0015567491554484946
ARTEM,MĘŻCZYZNA,32447,0.0015299200341300373
OLEH,MĘŻCZYZNA,31782,0.0014985643826770068
ERYK,MĘŻCZYZNA,29598,0.0013955858221154757
EMIL,MĘŻCZYZNA,29031,0.001368851003508155
VIKTOR,MĘŻCZYZNA,28374,0.0013378725628996726
BOHDAN,MĘŻCZYZNA,27083,0.001277000162860782
OLEKSII,MĘŻCZYZNA,24515,0.0011559154817609599
NATAN,MĘŻCZYZNA,23153,0.0010916953354767082
LECH,MĘŻCZYZNA,23026,0.001085707113319513
DENYS,MĘŻCZYZNA,22722,0.0010713731012266991
KSAWERY,MĘŻCZYZNA,21895,0.0010323789301715772
WACŁAW,MĘŻCZYZNA,21632,0.0010199781236570704
BRONISŁAW,MĘŻCZYZNA,21621,0.0010194594587458173
RUSLAN,MĘŻCZYZNA,20838,0.0009825399473357079
BORYS,MĘŻCZYZNA,20581,0.000970422048954612
OLAF,MĘŻCZYZNA,19184,0.0009045516052254641
REMIGIUSZ,MĘŻCZYZNA,18923,0.0008922451014220943
YAROSLAV,MĘŻCZYZNA,18734,0.0008833334952196542
BOLESŁAW,MĘŻCZYZNA,18525,0.0008734788619058446
PAVLO,MĘŻCZYZNA,18386,0.0008669248234818277
KAJETAN,MĘŻCZYZNA,18083,0.0008526379627445824
ALIAKSANDR,MĘŻCZYZNA,17599,0.0008298167066494445
BERNARD,MĘŻCZYZNA,17586,0.0008292037390270544
KUBA,MĘŻCZYZNA,16721,0.0007884178164603308
VADYM,MĘŻCZYZNA,16641,0.0007846457080148534
BRUNO,MĘŻCZYZNA,16196,0.0007636633547868858
ANATOLII,MĘŻCZYZNA,15941,0.0007516397591169268
EDMUND,MĘŻCZYZNA,15030,0.0007086848741940536
ANDREI,MĘŻCZYZNA,15017,0.0007080719065716636
TOBIASZ,MĘŻCZYZNA,15015,0.0007079776038605266
ALBERT,MĘŻCZYZNA,14939,0.0007043941008373232
LUCJAN,MĘŻCZYZNA,14756,0.0006957654027682939
GRACJAN,MĘŻCZYZNA,14273,0.0006729912980287244
YEVHEN,MĘŻCZYZNA,14204,0.0006697378544945002
SEWERYN,MĘŻCZYZNA,13826,0.0006519146420896198
ANTON,MĘŻCZYZNA,13794,0.0006504057987114289
ROMUALD,MĘŻCZYZNA,13767,0.0006491327121110802
DAVID,MĘŻCZYZNA,13672,0.0006446533333320759
ILLIA,MĘŻCZYZNA,13478,0.0006355059703517935
PETRO,MĘŻCZYZNA,13133,0.0006192387526806725
SZCZEPAN,MĘŻCZYZNA,13052,0.0006154194928796266
ALEXANDER,MĘŻCZYZNA,13004,0.0006131562278123403
YEVHENII,MĘŻCZYZNA,12519,0.0005902878203616339
KORNEL,MĘŻCZYZNA,12353,0.0005824606953372685
NAZAR,MĘŻCZYZNA,12315,0.0005806689438256667
SIARHEI,MĘŻCZYZNA,12310,0.0005804331870478244
OLIVIER,MĘŻCZYZNA,12252,0.0005776984084248534
DZMITRY,MĘŻCZYZNA,11759,0.0005544527901295993
VALERII,MĘŻCZYZNA,11699,0.0005516237087954913
STANISLAV,MĘŻCZYZNA,11594,0.0005466728164608023
ERNEST,MĘŻCZYZNA,11325,0.0005339891018128847
ALFRED,MĘŻCZYZNA,11089,0.0005228613818987266
JOACHIM,MĘŻCZYZNA,11056,0.0005213053871649672
ALEX,MĘŻCZYZNA,10988,0.0005180990949863115
DANYLO,MĘŻCZYZNA,10838,0.0005110263916510415
TARAS,MĘŻCZYZNA,10802,0.0005093289428505767
LUDWIK,MĘŻCZYZNA,10497,0.0004949477794021944
MARK,MĘŻCZYZNA,10303,0.00048580041642191186
LESŁAW,MĘŻCZYZNA,10282,0.00048481023795497405
JĘDRZEJ,MĘŻCZYZNA,10199,0.0004808966754427913
BOGUMIŁ,MĘŻCZYZNA,10158,0.0004789634698644842
KOSTIANTYN,MĘŻCZYZNA,9874,0.0004655724848830396
GERARD,MĘŻCZYZNA,9688,0.00045680233274730483
FELIKS,MĘŻCZYZNA,9679,0.0004563779705471887
VIACHESLAV,MĘŻCZYZNA,9575,0.0004514742295680681
LEONARD,MĘŻCZYZNA,9316,0.00043926202847583524
JULIUSZ,MĘŻCZYZNA,8799,0.000414884777646938
DENIS,MĘŻCZYZNA,8555,0.00040337984688823216
ALEKS,MĘŻCZYZNA,8384,0.00039531696508602433
OLIVER,MĘŻCZYZNA,8279,0.00039036607275133535
TEODOR,MĘŻCZYZNA,8277,0.0003902717700401984
NIKITA,MĘŻCZYZNA,8141,0.00038385918568288694
KYRYLO,MĘŻCZYZNA,8012,0.00037777666081455474
DORIAN,MĘŻCZYZNA,7924,0.0003736273415245297
MILAN,MĘŻCZYZNA,7881,0.0003715998332350856
PAVEL,MĘŻCZYZNA,7776,0.0003666489409003966
KLAUDIUSZ,MĘŻCZYZNA,7721,0.00036405561634413096
DANIIL,MĘŻCZYZNA,7719,0.000363961313632994
MYKYTA,MĘŻCZYZNA,7594,0.0003580673941869357
YEHOR,MĘŻCZYZNA,7569,0.000356888610297724
MARTIN,MĘŻCZYZNA,7527,0.0003549082533638484
NATANIEL,MĘŻCZYZNA,7365,0.00034726973376175685
MATVII,MĘŻCZYZNA,7365,0.00034726973376175685
MAKSIM,MĘŻCZYZNA,7307,0.0003445349551387858
OLEG,MĘŻCZYZNA,7290,0.00034373338209412184
MICHAEL,MĘŻCZYZNA,7242,0.00034147011702683546
ALOJZY,MĘŻCZYZNA,7085,0.00033406735420258616
ALIAKSEI,MĘŻCZYZNA,7032,0.00033156833235745744
STEPAN,MĘŻCZYZNA,6957,0.00032803198068982243
GUSTAW,MĘŻCZYZNA,6929,0.0003267117427339054
VALENTYN,MĘŻCZYZNA,6909,0.00032576871562253604
KONSTANTY,MĘŻCZYZNA,6856,0.0003232696937774073
MIESZKO,MĘŻCZYZNA,6770,0.00031921467719851917
SAMUEL,MĘŻCZYZNA,6649,0.0003135093631747347
CYPRIAN,MĘŻCZYZNA,6550,0.00030884137897345653
BENEDYKT,MĘŻCZYZNA,6262,0.0002952617885697381
BRAJAN,MĘŻCZYZNA,6051,0.0002853128525447917
TYMOFII,MĘŻCZYZNA,6044,0.0002849827930558124
RAJMUND,MĘŻCZYZNA,6039,0.00028474703627797007
SERGII,MĘŻCZYZNA,5823,0.00027456234347518124
EDUARD,MĘŻCZYZNA,5755,0.00027135605129652556
DAVYD,MĘŻCZYZNA,5688,0.0002681969104734383
GIORGI,MĘŻCZYZNA,5672,0.0002674424887843428
FLORIAN,MĘŻCZYZNA,5635,0.00026569788862830957
ROSTYSLAV,MĘŻCZYZNA,5611,0.00026456625609466635
YAUHENI,MĘŻCZYZNA,5461,0.00025749355275939633
KEVIN,MĘŻCZYZNA,5402,0.0002547116227808568
IWO,MĘŻCZYZNA,5232,0.0002466958923342175
RUDOLF,MĘŻCZYZNA,5003,0.00023589823190903861
MARCELI,MĘŻCZYZNA,4982,0.00023490805344210082
LEO,MĘŻCZYZNA,4919,0.00023193751804128742
LEONID,MĘŻCZYZNA,4881,0.00023014576652968569
YURY,MĘŻCZYZNA,4869,0.0002295799502628641
ULADZIMIR,MĘŻCZYZNA,4857,0.0002290141339960425
NAZARII,MĘŻCZYZNA,4796,0.00022613790130636603
BENIAMIN,MĘŻCZYZNA,4788,0.0002257606904618183
VITALI,MĘŻCZYZNA,4774,0.00022510057148385977
KORDIAN,MĘŻCZYZNA,4766,0.00022472336063931203
ARIEL,MĘŻCZYZNA,4746,0.0002237803335279427
HIERONIM,MĘŻCZYZNA,4649,0.00021920665203780144
JEREMI,MĘŻCZYZNA,4647,0.0002191123493266645
VICTOR,MĘŻCZYZNA,4647,0.0002191123493266645
FRYDERYK,MĘŻCZYZNA,4614,0.0002175563545929051
ALEKSY,MĘŻCZYZNA,4523,0.00021326558123617464
MIKHAIL,MĘŻCZYZNA,4514,0.00021284121903605843
ANDRIY,MĘŻCZYZNA,4494,0.0002118981919246891
WINCENTY,MĘŻCZYZNA,4488,0.0002116152837912783
ERWIN,MĘŻCZYZNA,4405,0.00020770172127909558
MAXIMILIAN,MĘŻCZYZNA,4391,0.00020704160230113704
TYMUR,MĘŻCZYZNA,4364,0.00020576851570078844
PATRICK,MĘŻCZYZNA,4161,0.0001961967905203897
ULADZISLAU,MĘŻCZYZNA,4154,0.00019586673103141045
ROLAND,MĘŻCZYZNA,4153,0.00019581957967584199
SVIATOSLAV,MĘŻCZYZNA,4146,0.0001954895201868627
THOMAS,MĘŻCZYZNA,4120,0.00019426358494208258
IHAR,MĘŻCZYZNA,4084,0.00019256613614161778
ZYGFRYD,MĘŻCZYZNA,4083,0.0001925189847860493
SERGIUSZ,MĘŻCZYZNA,4050,0.0001909629900522899
OSCAR,MĘŻCZYZNA,3822,0.0001802124809826795
OLGIERD,MĘŻCZYZNA,3774,0.00017794921591539312
AMADEUSZ,MĘŻCZYZNA,3770,0.00017776061049311925
ALEH,MĘŻCZYZNA,3759,0.0001772419455818661
DZIANIS,MĘŻCZYZNA,3754,0.00017700618880402377
VIKTAR,MĘŻCZYZNA,3572,0.00016842464209056285
MIKALAI,MĘŻCZYZNA,3541,0.00016696295006794038
NICOLAS,MĘŻCZYZNA,3517,0.0001658313175342972
EMILIAN,MĘŻCZYZNA,3368,0.00015880576555459566
HENNADII,MĘŻCZYZNA,3319,0.00015649534913174078
WALENTY,MĘŻCZYZNA,3239,0.00015272324068626346
KEWIN,MĘŻCZYZNA,3235,0.0001525346352639896
PETER,MĘŻCZYZNA,3233,0.00015244033255285266
MAURYCY,MĘŻCZYZNA,3192,0.00015050712697454552
ARTSIOM,MĘŻCZYZNA,3188,0.00015031852155227167
OLIWER,MĘŻCZYZNA,3183,0.00015008276477442934
BRUNON,MĘŻCZYZNA,3115,0.0001468764725957736
MAKAR,MĘŻCZYZNA,3109,0.0001465935644623628
AUGUSTYN,MĘŻCZYZNA,3038,0.00014324581821700165
HRYHORII,MĘŻCZYZNA,2990,0.00014098255314971527
RAMAN,MĘŻCZYZNA,2966,0.00013985092061607207
YURIY,MĘŻCZYZNA,2952,0.00013919080163811353
LEOPOLD,MĘŻCZYZNA,2911,0.00013725759605980642
ARNOLD,MĘŻCZYZNA,2903,0.00013688038521525868
ZAKHAR,MĘŻCZYZNA,2893,0.000136408871659574
IURII,MĘŻCZYZNA,2829,0.00013339118490319213
MIKITA,MĘŻCZYZNA,2813,0.00013263676321409668
VADZIM,MĘŻCZYZNA,2792,0.00013164658474715886
ILYA,MĘŻCZYZNA,2789,0.00013150513068045346
VLADIMIR,MĘŻCZYZNA,2734,0.0001289118061241878
NATHAN,MĘŻCZYZNA,2728,0.000128628897990777
BENJAMIN,MĘŻCZYZNA,2721,0.00012829883850179775
ARSEN,MĘŻCZYZNA,2695,0.0001270729032570176
MYROSLAV,MĘŻCZYZNA,2684,0.00012655423834576448
JEREMIASZ,MĘŻCZYZNA,2679,0.00012631848156792214
CHRISTIAN,MĘŻCZYZNA,2667,0.00012575266530110053
OKTAWIAN,MĘŻCZYZNA,2646,0.00012476248683416274
HERBERT,MĘŻCZYZNA,2637,0.00012433812463404653
ALEKSANDR,MĘŻCZYZNA,2627,0.00012386661107836189
JACOB,MĘŻCZYZNA,2609,0.00012301788667812947
ADOLF,MĘŻCZYZNA,2602,0.0001226878271891502
ANATOL,MĘŻCZYZNA,2550,0.00012023595669958994
ION,MĘŻCZYZNA,2543,0.00011990589721061068
ALBIN,MĘŻCZYZNA,2492,0.00011750117807661888
MAX,MĘŻCZYZNA,2491,0.00011745402672105041
WILHELM,MĘŻCZYZNA,2486,0.00011721826994320807
HUGO,MĘŻCZYZNA,2479,0.00011688821045422882
KIRYL,MĘŻCZYZNA,2441,0.00011509645894262708
EMANUEL,MĘŻCZYZNA,2417,0.00011396482640898388
VALERY,MĘŻCZYZNA,2404,0.00011335185878659382
KORNELIUSZ,MĘŻCZYZNA,2349,0.00011075853423032815
JONASZ,MĘŻCZYZNA,2344,0.00011052277745248581
MARKO,MĘŻCZYZNA,2339,0.00011028702067464348
DANYIL,MĘŻCZYZNA,2327,0.00010972120440782189
MIRON,MĘŻCZYZNA,2302,0.00010854242051861021
HLIB,MĘŻCZYZNA,2271,0.00010708072849598775
TIMUR,MĘŻCZYZNA,2259,0.00010651491222916615
WALTER,MĘŻCZYZNA,2244,0.00010580764189563915
KIRIL,MĘŻCZYZNA,2238,0.00010552473376222835
PAUL,MĘŻCZYZNA,2231,0.00010519467427324909
XAVIER,MĘŻCZYZNA,2230,0.00010514752291768062
JONATAN,MĘŻCZYZNA,2230,0.00010514752291768062
LEV,MĘŻCZYZNA,2221,0.00010472316071756441
ALFONS,MĘŻCZYZNA,2219,0.00010462885800642748
ALEXANDR,MĘŻCZYZNA,2218,0.00010458170665085902
VLADISLAV,MĘŻCZYZNA,2209,0.00010415734445074282
EDWIN,MĘŻCZYZNA,2196,0.00010354437682835275
NIKOLAS,MĘŻCZYZNA,2186,0.00010307286327266809
KASPER,MĘŻCZYZNA,2180,0.00010278995513925729
YAN,MĘŻCZYZNA,2176,0.00010260134971698342
OREST,MĘŻCZYZNA,2168,0.00010222413887243569
SERGHEI,MĘŻCZYZNA,2164,0.00010203553345016182
MANFRED,MĘŻCZYZNA,2160,0.00010184692802788795
HELMUT,MĘŻCZYZNA,2158,0.00010175262531675101
MATTHEW,MĘŻCZYZNA,2142,0.00010099820362765555
ARON,MĘŻCZYZNA,2141,0.00010095105227208708
KRYSPIN,MĘŻCZYZNA,2104,9.920645211605382e-05
LIUBOMYR,MĘŻCZYZNA,2100,9.901784669377995e-05
ZIEMOWIT,MĘŻCZYZNA,2078,9.79805168712737e-05
MYKHAYLO,MĘŻCZYZNA,2061,9.717894382660976e-05
ALI,MĘŻCZYZNA,2037,9.604731129296655e-05
ANTHONY,MĘŻCZYZNA,2032,9.581155451512422e-05
JOHN,MĘŻCZYZNA,2017,9.510428418159722e-05
TYTUS,MĘŻCZYZNA,2014,9.496283011489183e-05
VITALIY,MĘŻCZYZNA,2010,9.477422469261796e-05
GINTER,MĘŻCZYZNA,1969,9.284101911431083e-05
CHRISTOPHER,MĘŻCZYZNA,1965,9.265241369203696e-05
PHILIP,MĘŻCZYZNA,1959,9.236950555862615e-05
WERNER,MĘŻCZYZNA,1937,9.13321757361199e-05
DAVIT,MĘŻCZYZNA,1928,9.090781353600369e-05
ANDREAS,MĘŻCZYZNA,1911,9.010624049133975e-05
MOHAMED,MĘŻCZYZNA,1878,8.855024575758035e-05
TEOFIL,MĘŻCZYZNA,1869,8.812588355746416e-05
HEORHII,MĘŻCZYZNA,1856,8.75129159350741e-05
MAXIM,MĘŻCZYZNA,1829,8.62398293347255e-05
ARSENII,MĘŻCZYZNA,1813,8.548540764563003e-05
KSAWIER,MĘŻCZYZNA,1804,8.506104544551383e-05
SERGIY,MĘŻCZYZNA,1794,8.458953188982916e-05
SERHIY,MĘŻCZYZNA,1780,8.392941291187063e-05
MARCO,MĘŻCZYZNA,1772,8.355220206732289e-05
VINCENT,MĘŻCZYZNA,1769,8.341074800061749e-05
RAFAEL,MĘŻCZYZNA,1746,8.232626682254276e-05
MAKS,MĘŻCZYZNA,1744,8.223196411140583e-05
FEDIR,MĘŻCZYZNA,1737,8.190190462242656e-05
MIHAIL,MĘŻCZYZNA,1729,8.152469377787883e-05
OSTAP,MĘŻCZYZNA,1726,8.138323971117343e-05
PATRYCJUSZ,MĘŻCZYZNA,1710,8.062881802207796e-05
ANATOLI,MĘŻCZYZNA,1707,8.048736395537256e-05
SIMON,MĘŻCZYZNA,1697,8.00158503996879e-05
DAMIR,MĘŻCZYZNA,1670,7.87427637993393e-05
VIACHASLAU,MĘŻCZYZNA,1667,7.86013097326339e-05
JONATHAN,MĘŻCZYZNA,1652,7.78940393991069e-05
LECHOSŁAW,MĘŻCZYZNA,1634,7.70453149988745e-05
WALERIAN,MĘŻCZYZNA,1627,7.671525550989522e-05
VADIM,MĘŻCZYZNA,1626,7.666810415432677e-05
YAHOR,MĘŻCZYZNA,1617,7.624374195421056e-05
RICHARD,MĘŻCZYZNA,1573,7.416908230919803e-05
ELIASZ,MĘŻCZYZNA,1571,7.40747795980611e-05
KLEMENS,MĘŻCZYZNA,1562,7.36504173979449e-05
NICHOLAS,MĘŻCZYZNA,1559,7.35089633312395e-05
VASILI,MĘŻCZYZNA,1541,7.26602389310071e-05
BRIAN,MĘŻCZYZNA,1521,7.171721181963776e-05
WILLIAM,MĘŻCZYZNA,1519,7.162290910850083e-05
IRAKLI,MĘŻCZYZNA,1518,7.157575775293236e-05
KANSTANTSIN,MĘŻCZYZNA,1500,7.072703335269997e-05
ERIK,MĘŻCZYZNA,1498,7.063273064156304e-05
ANTONIO,MĘŻCZYZNA,1496,7.05384279304261e-05
MYRON,MĘŻCZYZNA,1494,7.044412521928917e-05
LEONARDO,MĘŻCZYZNA,1468,6.921818997450904e-05
ALEXANDRU,MĘŻCZYZNA,1465,6.907673590780364e-05
LIAM,MĘŻCZYZNA,1455,6.860522235211897e-05
KASJAN,MĘŻCZYZNA,1451,6.84166169298451e-05
LUKA,MĘŻCZYZNA,1427,6.72849843962019e-05
DEMIAN,MĘŻCZYZNA,1426,6.723783304063343e-05
DANIL,MĘŻCZYZNA,1413,6.662486541824337e-05
MEHMET,MĘŻCZYZNA,1412,6.65777140626749e-05
DMITRII,MĘŻCZYZNA,1403,6.61533518625587e-05
STANISLAU,MĘŻCZYZNA,1391,6.558753559573711e-05
LUCAS,MĘŻCZYZNA,1390,6.554038424016864e-05
LONGIN,MĘŻCZYZNA,1385,6.53046274623263e-05
WAWRZYNIEC,MĘŻCZYZNA,1366,6.440875170652543e-05
KYRYL,MĘŻCZYZNA,1366,6.440875170652543e-05
KOSMA,MĘŻCZYZNA,1359,6.407869221754617e-05
ROCH,MĘŻCZYZNA,1358,6.40315408619777e-05
JACENTY,MĘŻCZYZNA,1351,6.370148137299843e-05
SERGEI,MĘŻCZYZNA,1347,6.351287595072456e-05
FERDYNAND,MĘŻCZYZNA,1340,6.31828164617453e-05
LUKAS,MĘŻCZYZNA,1339,6.313566510617684e-05
HORST,MĘŻCZYZNA,1337,6.30413623950399e-05
JAMES,MĘŻCZYZNA,1333,6.285275697276603e-05
JUAN,MĘŻCZYZNA,1328,6.261700019492371e-05
ANDREW,MĘŻCZYZNA,1318,6.214548663923903e-05
ERIC,MĘŻCZYZNA,1315,6.200403257253364e-05
AHMED,MĘŻCZYZNA,1296,6.110815681673277e-05
JAROMIR,MĘŻCZYZNA,1279,6.030658377206884e-05
RUSTAM,MĘŻCZYZNA,1270,5.988222157195264e-05
AARON,MĘŻCZYZNA,1261,5.945785937183644e-05
VASILE,MĘŻCZYZNA,1253,5.9080648527288705e-05
DENNIS,MĘŻCZYZNA,1248,5.8844891749446375e-05
MARKUS,MĘŻCZYZNA,1242,5.856198361603557e-05
DIEGO,MĘŻCZYZNA,1237,5.832622683819324e-05
SERGEY,MĘŻCZYZNA,1228,5.790186463807704e-05
FRANK,MĘŻCZYZNA,1217,5.738319972682391e-05
CARLOS,MĘŻCZYZNA,1210,5.705314023784464e-05
ARTHUR,MĘŻCZYZNA,1205,5.6817383460002305e-05
MOHAMMAD,MĘŻCZYZNA,1204,5.677023210443384e-05
SEMEN,MĘŻCZYZNA,1202,5.667592939329691e-05
DIONIZY,MĘŻCZYZNA,1197,5.644017261545457e-05
MUHAMMAD,MĘŻCZYZNA,1191,5.6157264482043774e-05
HERMAN,MĘŻCZYZNA,1184,5.582720499306451e-05
RADOMIR,MĘŻCZYZNA,1183,5.578005363749604e-05
JOSE,MĘŻCZYZNA,1176,5.5449994148516775e-05
JOSEPH,MĘŻCZYZNA,1175,5.540284279294831e-05
DOMINIC,MĘŻCZYZNA,1173,5.530854008181137e-05
PLATON,MĘŻCZYZNA,1169,5.511993465953751e-05
NICOLAE,MĘŻCZYZNA,1164,5.488417788169517e-05
ILIA,MĘŻCZYZNA,1157,5.4554118392715905e-05
LUIS,MĘŻCZYZNA,1154,5.441266432601051e-05
AMIR,MĘŻCZYZNA,1149,5.417690754816817e-05
YAUHEN,MĘŻCZYZNA,1148,5.412975619259971e-05
ELIGIUSZ,MĘŻCZYZNA,1127,5.313957772566191e-05
ŁUCJAN,MĘŻCZYZNA,1124,5.299812365895651e-05
LASHA,MĘŻCZYZNA,1121,5.285666959225111e-05
LEVAN,MĘŻCZYZNA,1112,5.243230739213491e-05
GERHARD,MĘŻCZYZNA,1112,5.243230739213491e-05
OLEKSIY,MĘŻCZYZNA,1105,5.210224790315564e-05
